Time	L POR X [px]	L POR Y [px]	L Diam [mm]	R POR X [px]	R POR Y [px]	R Diam [mm]
1498591441519239	414.19	677.46	3.80	576.31	904.35	3.74
1498591441522612	412.88	681.11	3.80	575.91	903.89	3.75
1498591441525851	416.24	678.46	3.80	577.54	904.15	3.75
1498591441529208	416.45	681.85	3.81	576.99	905.53	3.75
1498591441532560	420.24	678.59	3.81	575.80	908.25	3.75
1498591441535924	412.69	678.88	3.80	573.63	901.55	3.74
1498591441539197	418.46	679.30	3.81	576.45	904.88	3.75
1498591441542543	415.46	677.16	3.81	575.83	904.27	3.75
1498591441545893	416.34	680.39	3.80	575.02	904.67	3.75
1498591441549258	418.30	680.20	3.81	576.32	903.58	3.75
1498591441552500	418.08	680.17	3.82	577.85	903.46	3.75
1498591441555863	413.80	678.46	3.81	575.62	904.49	3.75
1498591441559217	415.73	679.66	3.81	576.34	902.60	3.75
1498591441562578	416.59	679.15	3.81	576.26	904.96	3.76
1498591441565835	420.27	677.70	3.81	575.12	903.90	3.75
1498591441569182	418.98	680.10	3.81	575.50	903.36	3.75
1498591441572545	416.88	680.03	3.81	574.91	902.98	3.75
1498591441575894	415.63	681.46	3.81	574.19	902.84	3.75
1498591441579153	418.48	677.62	3.81	577.61	903.76	3.75
1498591441582509	416.00	679.83	3.80	575.34	903.96	3.75
1498591441585873	412.73	680.32	3.81	575.57	904.62	3.75
1498591441589227	411.69	680.61	3.81	576.03	905.10	3.75
1498591441592588	416.22	678.70	3.81	573.86	903.87	3.75
1498591441595844	418.28	678.81	3.81	576.90	904.10	3.75
1498591441599195	412.50	681.06	3.81	578.65	904.66	3.75
1498591441602559	417.72	680.57	3.81	578.53	904.17	3.75
1498591441605914	413.66	677.05	3.81	577.33	906.42	3.75
1498591441609185	418.38	681.28	3.81	578.60	905.62	3.75
1498591441612535	419.38	676.47	3.81	577.28	903.16	3.75
1498591441615883	419.54	681.32	3.81	577.18	902.75	3.75
1498591441619241	419.26	680.81	3.81	580.38	902.64	3.75
1498591441622523	409.70	677.47	3.81	579.20	905.32	3.75
1498591441625855	416.53	675.82	3.81	574.54	903.17	3.75
1498591441629208	414.48	682.90	3.81	575.82	904.77	3.75
1498591441632572	417.45	678.13	3.80	575.04	907.97	3.75
1498591441635843	417.18	680.10	3.81	577.25	903.15	3.75
1498591441639170	414.30	679.54	3.81	577.58	901.74	3.75
1498591441642541	416.68	678.81	3.81	573.37	906.00	3.75
1498591441645893	417.08	683.03	3.81	574.78	906.41	3.76
1498591441649155	410.66	676.40	3.80	574.46	906.79	3.75
1498591441652494	412.36	680.51	3.81	577.64	905.51	3.75
1498591441655858	417.29	678.63	3.81	576.07	904.13	3.75
1498591441659217	416.62	680.92	3.81	577.72	904.32	3.75
1498591441662582	416.37	680.01	3.81	577.14	904.37	3.75
1498591441665807	414.14	678.70	3.81	577.51	905.64	3.74
1498591441669188	418.21	679.42	3.81	577.59	905.58	3.75
1498591441672548	421.07	679.35	3.81	576.28	903.83	3.75
1498591441675904	417.29	676.80	3.80	576.19	905.91	3.75
1498591441679162	416.65	678.82	3.81	571.81	903.39	3.75
1498591441682512	416.04	679.41	3.81	576.25	906.57	3.75
1498591441685873	415.33	678.83	3.81	574.34	904.05	3.75
1498591441689229	415.57	679.89	3.80	576.79	905.23	3.75
1498591441692509	417.05	677.55	3.81	577.69	902.34	3.74
1498591441695843	413.81	679.84	3.81	577.35	904.93	3.75
1498591441699196	415.39	679.66	3.80	573.51	907.54	3.75
1498591441702558	412.32	679.29	3.80	574.75	901.70	3.74
1498591441705832	410.88	679.93	3.81	576.54	906.06	3.75
1498591441709166	413.84	677.86	3.80	574.05	904.75	3.75
1498591441712521	413.81	678.72	3.80	574.79	904.19	3.75
1498591441715880	410.67	680.20	3.80	576.82	902.96	3.75
1498591441719240	414.93	681.32	3.81	575.84	901.79	3.75
1498591441722517	411.27	678.81	3.80	573.09	905.61	3.75
1498591441725849	418.96	678.10	3.81	574.40	903.96	3.75
1498591441729208	420.46	677.32	3.81	576.99	905.15	3.75
1498591441732568	417.84	679.54	3.81	576.56	906.92	3.75
1498591441735850	414.87	680.28	3.80	574.42	905.57	3.75
1498591441739176	411.45	680.63	3.80	576.39	902.16	3.75
1498591441742544	417.72	679.85	3.81	577.68	904.06	3.75
1498591441745893	413.54	677.98	3.81	579.01	904.05	3.75
1498591441749169	412.80	680.73	3.81	581.58	902.73	3.75
1498591441752503	412.26	684.68	3.81	577.47	904.89	3.76
1498591441755859	418.57	678.42	3.81	574.08	904.33	3.75
1498591441759220	419.93	677.11	3.81	574.87	903.99	3.75
1498591441762502	415.48	683.38	3.81	577.83	904.53	3.75
1498591441765837	410.82	680.96	3.80	577.34	906.28	3.74
1498591441769184	416.84	677.72	3.81	574.29	905.45	3.75
1498591441772546	414.10	679.30	3.80	575.52	905.33	3.75
1498591441775820	419.10	676.71	3.81	575.12	906.97	3.75
1498591441779179	417.70	676.28	3.81	574.38	904.57	3.75
1498591441782519	416.87	677.11	3.80	574.69	906.98	3.75
1498591441785872	413.09	676.65	3.81	575.04	901.49	3.75
1498591441789133	409.38	679.98	3.81	574.61	903.09	3.75
1498591441792505	416.43	678.40	3.80	576.28	904.29	3.75
1498591441795835	416.06	678.32	3.80	577.05	904.37	3.75
1498591441799199	415.26	680.42	3.81	576.21	902.92	3.75
1498591441802559	414.19	678.46	3.81	575.56	904.55	3.75
1498591441805828	416.14	680.07	3.81	573.82	903.29	3.74
1498591441809165	417.42	677.74	3.80	576.82	902.37	3.75
1498591441812522	416.99	677.06	3.81	578.38	906.24	3.75
1498591441815881	410.10	679.36	3.80	575.37	906.41	3.75
1498591441819146	416.93	679.76	3.81	574.22	907.08	3.75
1498591441822489	420.18	678.56	3.81	578.01	902.95	3.75
1498591441825859	413.80	680.88	3.81	577.22	905.46	3.75
1498591441829209	413.52	681.24	3.80	575.58	907.93	3.75
1498591441832568	411.79	678.65	3.80	573.20	907.62	3.75
1498591441835819	415.13	679.03	3.81	575.31	906.71	3.75
1498591441839174	419.82	679.92	3.80	574.57	902.95	3.75
1498591441842544	416.24	679.72	3.81	577.42	905.63	3.75
1498591441845798	418.11	679.42	3.80	576.56	904.10	3.75
1498591441849158	419.67	678.88	3.81	575.39	902.29	3.75
1498591441852499	419.57	680.26	3.81	573.46	903.03	3.75
1498591441855857	420.83	675.70	3.81	576.90	904.41	3.75
1498591441859219	417.11	679.66	3.81	578.38	901.52	3.75
1498591441862500	419.24	679.39	3.81	578.06	903.50	3.75
1498591441865825	416.92	681.64	3.81	577.98	906.72	3.75
1498591441869184	421.18	677.41	3.81	576.04	903.32	3.74
1498591441872547	416.56	681.09	3.81	574.91	902.97	3.75
1498591441875809	417.05	681.61	3.81	574.37	904.70	3.75
1498591441879153	412.81	682.78	3.81	573.01	906.24	3.75
1498591441882520	412.38	679.09	3.81	575.97	906.80	3.75
1498591441885876	417.24	679.88	3.81	576.06	904.84	3.75
1498591441889148	414.10	680.20	3.81	575.79	906.77	3.75
1498591441892481	413.79	678.17	3.81	575.24	904.72	3.75
1498591441895842	412.89	677.63	3.81	575.13	902.37	3.75
1498591441899196	411.39	680.22	3.81	576.81	903.51	3.75
1498591441902557	414.15	674.56	3.80	576.86	902.76	3.74
1498591441905830	416.19	680.22	3.80	576.99	906.86	3.75
1498591441909164	416.55	680.23	3.81	574.45	904.43	3.75
1498591441912507	417.39	680.69	3.80	573.76	905.29	3.75
1498591441915882	414.87	678.08	3.80	574.41	904.67	3.75
1498591441919136	415.64	678.02	3.81	574.26	902.19	3.74
1498591441922494	420.15	677.30	3.81	575.97	905.10	3.75
1498591441925853	416.46	678.37	3.80	575.04	904.71	3.75
1498591441929208	418.28	681.56	3.81	574.68	896.54	3.75
1498591441932458	413.70	678.49	3.81	574.60	906.45	3.75
1498591441935817	417.38	679.38	3.81	571.48	903.96	3.74
1498591441939175	417.19	679.00	3.80	575.32	903.77	3.75
1498591441942538	416.61	679.19	3.81	577.06	904.91	3.75
1498591441945810	414.80	680.76	3.81	577.05	904.56	3.75
1498591441949142	419.33	680.07	3.81	576.19	905.16	3.75
1498591441952496	416.05	679.25	3.81	575.14	902.43	3.75
1498591441955859	419.45	678.95	3.81	576.98	903.96	3.75
1498591441959122	418.91	681.87	3.81	574.67	902.23	3.75
1498591441962464	418.09	679.52	3.80	575.64	904.90	3.74
1498591441965827	415.41	681.01	3.80	577.82	902.57	3.75
1498591441969188	415.73	677.10	3.81	574.86	905.17	3.75
1498591441972538	418.21	683.19	3.81	573.92	905.39	3.75
1498591441975783	410.91	678.44	3.81	575.39	907.01	3.75
1498591441979152	419.65	678.11	3.80	576.45	903.71	3.75
1498591441982522	416.15	678.11	3.80	575.55	902.60	3.75
1498591441985872	416.36	678.43	3.81	576.14	903.46	3.74
1498591441989136	417.02	675.87	3.81	578.52	901.76	3.75
1498591441992466	412.02	680.13	3.80	578.76	902.61	3.75
1498591441995837	416.93	678.88	3.80	578.10	904.25	3.75
1498591441999197	417.56	680.16	3.80	577.83	904.75	3.75
1498591442002473	418.75	675.15	3.80	576.05	904.88	3.75
1498591442005792	417.52	679.49	3.81	574.41	903.73	3.75
1498591442009165	415.86	680.33	3.81	575.26	902.20	3.75
1498591442012524	416.81	678.16	3.81	578.98	905.62	3.75
1498591442015787	413.61	680.44	3.81	571.78	904.26	3.75
1498591442019118	413.11	680.07	3.80	575.36	905.29	3.75
1498591442022494	416.17	679.06	3.80	573.91	901.14	3.75
1498591442025850	415.34	682.15	3.80	573.84	905.32	3.75
1498591442029106	417.78	680.03	3.80	571.52	902.03	3.75
1498591442032473	410.19	682.41	3.81	575.42	900.00	3.76
1498591442035816	414.79	677.93	3.80	574.65	902.89	3.74
1498591442039173	415.38	677.66	3.81	574.52	905.09	3.75
1498591442042534	417.38	680.15	3.81	572.73	902.93	3.75
1498591442045802	418.71	677.38	3.80	573.46	905.42	3.75
1498591442049142	413.20	679.39	3.81	574.06	903.62	3.74
1498591442052491	417.73	679.69	3.81	573.91	904.22	3.75
1498591442055860	412.26	680.94	3.80	573.54	902.22	3.75
1498591442059106	415.30	678.76	3.81	576.10	900.52	3.75
1498591442062472	415.69	679.19	3.81	574.83	906.80	3.75
1498591442065824	417.32	680.97	3.80	572.93	906.78	3.75
1498591442069191	413.12	681.99	3.81	572.88	901.54	3.75
1498591442072458	416.99	680.21	3.80	576.61	903.76	3.75
1498591442075785	416.89	680.49	3.81	575.13	904.17	3.74
1498591442079151	414.08	680.11	3.80	573.09	902.95	3.75
1498591442082519	415.55	677.42	3.80	575.83	903.00	3.75
1498591442085769	414.39	676.77	3.81	575.36	904.12	3.74
1498591442089159	416.85	679.41	3.81	574.35	900.79	3.74
1498591442092479	416.59	681.63	3.81	573.49	903.18	3.75
1498591442095842	416.39	679.49	3.80	574.50	902.40	3.75
1498591442099114	417.62	678.27	3.80	576.42	902.92	3.75
1498591442102482	413.59	681.46	3.80	572.88	906.45	3.75
1498591442105806	413.91	681.07	3.80	575.46	898.62	3.75
1498591442109166	415.33	681.08	3.81	573.08	900.49	3.74
1498591442112523	414.59	676.36	3.81	574.35	901.23	3.75
1498591442115778	416.61	678.62	3.81	575.80	906.09	3.75
1498591442119134	417.46	680.51	3.81	575.65	904.62	3.76
1498591442122490	417.30	675.37	3.80	575.74	901.90	3.75
1498591442125852	411.91	680.06	3.80	575.83	904.08	3.75
1498591442129121	410.76	680.34	3.80	574.42	905.57	3.75
1498591442132448	416.14	677.04	3.80	574.57	899.62	3.75
1498591442135808	411.87	682.62	3.81	572.88	901.22	3.75
1498591442139175	414.44	678.82	3.80	573.33	901.68	3.74
1498591442142461	417.94	680.53	3.81	574.32	903.45	3.75
1498591442145785	417.75	678.69	3.81	573.23	902.35	3.75
1498591442149145	414.12	682.11	3.81	574.79	900.58	3.75
1498591442152499	416.59	678.80	3.81	574.15	903.33	3.75
1498591442155778	417.20	680.46	3.80	575.68	904.75	3.74
1498591442159097	414.62	681.24	3.80	575.05	897.88	3.75
1498591442162467	416.90	678.87	3.80	573.64	903.94	3.75
1498591442165830	416.96	675.94	3.80	575.24	898.85	3.75
1498591442169087	417.76	679.16	3.81	574.99	901.74	3.75
1498591442172451	417.13	678.65	3.81	577.09	906.14	3.75
1498591442175793	410.32	681.55	3.80	574.96	903.65	3.75
1498591442179154	418.17	680.09	3.80	574.30	903.23	3.75
1498591442182521	415.89	677.13	3.81	578.17	905.48	3.75
1498591442185797	420.59	681.64	3.81	575.90	903.22	3.75
1498591442189120	414.47	679.70	3.80	577.08	904.57	3.75
1498591442192476	409.62	680.76	3.80	578.09	903.85	3.75
1498591442195839	415.36	682.03	3.81	575.55	904.68	3.75
1498591442199124	413.33	682.38	3.82	577.21	903.05	3.75
1498591442202450	412.75	682.40	3.80	576.23	906.83	3.75
1498591442205802	414.44	679.81	3.81	576.99	902.86	3.75
1498591442209165	413.13	678.61	3.80	575.99	900.24	3.75
1498591442212428	415.17	679.87	3.80	575.55	902.53	3.75
1498591442215776	417.18	679.65	3.81	577.69	904.34	3.75
1498591442219129	416.56	676.95	3.81	575.87	903.70	3.75
1498591442222493	413.43	679.84	3.81	573.51	905.24	3.75
1498591442225854	410.30	679.52	3.80	577.37	904.57	3.75
1498591442229127	414.49	676.16	3.80	576.48	903.72	3.75
1498591442232453	413.68	678.88	3.81	577.41	904.12	3.75
1498591442235818	414.87	681.07	3.81	574.13	905.14	3.75
1498591442239174	413.63	680.95	3.80	572.57	903.19	3.75
1498591442242447	412.50	681.76	3.80	573.24	900.47	3.74
1498591442245785	419.14	676.17	3.81	572.30	907.90	3.76
1498591442249142	423.15	680.57	3.81	573.91	901.76	3.75
1498591442252503	417.76	681.32	3.81	574.35	903.14	3.75
1498591442255775	417.68	676.84	3.81	574.46	903.13	3.75
1498591442259108	408.52	680.92	3.81	575.66	902.90	3.75
1498591442262467	413.98	676.97	3.80	576.89	904.92	3.75
1498591442265817	417.28	679.98	3.80	575.43	905.41	3.75
1498591442269091	412.50	679.60	3.80	575.57	898.59	3.75
1498591442272430	418.02	677.02	3.81	577.34	903.45	3.75
1498591442275796	412.51	678.62	3.80	573.30	899.28	3.75
1498591442279154	414.42	678.53	3.80	575.80	904.91	3.75
1498591442282420	415.70	677.34	3.80	576.38	905.29	3.75
1498591442285764	413.29	678.33	3.81	574.24	905.45	3.75
1498591442289120	414.31	681.01	3.80	575.46	898.45	3.75
1498591442292476	412.19	679.11	3.80	575.51	902.88	3.74
1498591442295839	410.06	678.24	3.81	575.76	903.74	3.75
1498591442299101	413.82	683.22	3.81	573.58	903.76	3.75
1498591442302450	417.00	678.25	3.81	576.78	902.82	3.75
1498591442305808	413.46	681.85	3.81	574.27	902.04	3.75
1498591442309168	416.11	679.61	3.81	577.60	905.89	3.74
1498591442312441	422.66	679.30	3.81	575.90	905.28	3.75
1498591442315759	416.50	681.52	3.81	576.13	905.85	3.75
1498591442319117	416.90	681.01	3.81	575.74	905.04	3.75
1498591442322492	410.94	681.32	3.81	576.88	905.58	3.75
1498591442325764	420.79	684.44	3.82	575.22	905.25	3.75
1498591442329100	418.47	680.46	3.81	573.73	903.83	3.74
1498591442332447	417.37	679.10	3.80	574.76	904.37	3.75
1498591442335804	420.14	679.43	3.81	574.41	906.21	3.75
1498591442339061	419.30	679.84	3.81	575.84	904.95	3.75
1498591442342450	420.37	679.87	3.81	575.91	904.08	3.75
1498591442345781	414.53	681.13	3.81	575.14	905.09	3.75
1498591442349142	415.22	681.63	3.81	577.43	907.83	3.75
1498591442352497	415.57	680.83	3.81	576.38	903.30	3.75
1498591442355755	414.68	679.70	3.80	577.38	902.60	3.74
1498591442359113	413.92	680.74	3.80	576.24	905.63	3.75
1498591442362465	410.54	683.03	3.80	573.96	905.82	3.75
1498591442365831	414.10	678.22	3.80	578.15	905.24	3.75
1498591442369086	415.67	680.50	3.80	576.17	903.32	3.75
1498591442372431	416.20	678.77	3.80	577.66	904.56	3.75
1498591442375791	417.27	677.17	3.80	577.53	906.45	3.75
1498591442379152	419.01	680.35	3.81	579.17	903.15	3.75
1498591442382425	410.00	680.05	3.80	578.54	905.89	3.75
1498591442385749	415.22	679.91	3.81	580.58	906.43	3.75
1498591442389120	411.05	678.70	3.80	580.67	905.06	3.75
1498591442392480	411.62	681.04	3.80	578.64	903.53	3.75
1498591442395751	417.19	678.88	3.81	580.24	905.57	3.75
1498591442399090	414.14	678.22	3.81	575.48	906.20	3.75
1498591442402439	415.73	679.82	3.81	575.61	902.90	3.75
1498591442405803	415.15	680.39	3.81	576.72	902.81	3.75
1498591442409073	414.31	679.67	3.80	576.30	904.51	3.75
1498591442412431	417.71	678.59	3.81	575.46	906.99	3.75
1498591442415769	419.65	680.56	3.81	575.07	900.80	3.75
1498591442419130	418.51	678.70	3.81	574.62	903.53	3.75
1498591442422494	411.90	678.68	3.80	572.80	906.18	3.75
1498591442425761	420.47	678.09	3.81	575.36	903.17	3.74
1498591442429110	413.65	680.28	3.80	575.64	905.04	3.75
1498591442432458	416.02	676.00	3.81	576.49	902.49	3.75
1498591442435816	417.21	677.87	3.81	576.41	901.55	3.75
1498591442439089	417.13	679.73	3.80	574.38	903.61	3.75
1498591442442424	416.59	678.66	3.81	575.17	903.54	3.74
1498591442445780	414.37	680.19	3.80	575.18	905.75	3.75
1498591442449144	414.38	678.81	3.81	575.80	903.34	3.75
1498591442452414	412.47	678.81	3.81	575.77	903.87	3.75
1498591442455753	415.51	680.11	3.80	577.99	903.21	3.75
1498591442459108	420.75	675.83	3.80	576.76	903.28	3.75
1498591442462471	419.51	681.41	3.81	576.46	904.01	3.75
1498591442465744	419.10	680.46	3.81	580.21	904.36	3.75
1498591442469082	416.76	682.87	3.80	573.56	905.49	3.75
1498591442472436	415.82	678.18	3.80	575.91	905.26	3.75
1498591442475794	416.80	677.97	3.80	579.03	905.27	3.75
1498591442479054	417.40	678.95	3.81	574.08	901.61	3.75
1498591442482402	411.06	683.70	3.80	573.80	904.48	3.75
1498591442485763	414.57	679.70	3.80	574.58	904.53	3.75
1498591442489120	415.46	678.59	3.80	575.72	903.74	3.74
1498591442492478	417.23	678.68	3.80	573.10	901.56	3.75
1498591442495748	414.73	678.68	3.80	574.35	907.75	3.75
1498591442499085	411.95	677.54	3.80	580.44	902.04	3.75
1498591442502432	417.05	680.08	3.81	580.50	902.00	3.75
1498591442505800	416.23	679.22	3.81	579.51	900.57	3.76
1498591442509055	417.80	677.88	3.81	577.94	905.38	3.75
1498591442512412	415.11	678.92	3.81	582.48	902.80	3.75
1498591442515759	416.98	681.15	3.81	580.01	903.76	3.75
1498591442519120	417.94	678.92	3.81	579.69	904.04	3.75
1498591442522412	415.62	680.67	3.82	578.72	906.33	3.76
1498591442525740	421.13	677.52	3.81	577.52	904.72	3.76
1498591442529098	418.04	681.65	3.81	578.18	902.84	3.76
1498591442532447	417.22	680.05	3.80	580.60	906.01	3.75
1498591442535819	412.71	682.17	3.81	580.51	905.78	3.75
1498591442539072	421.04	678.62	3.81	573.87	903.01	3.75
1498591442542424	416.51	680.56	3.81	572.65	902.91	3.74
1498591442545782	414.86	680.20	3.81	578.23	901.49	3.75
1498591442549041	416.10	678.86	3.81	575.52	903.85	3.75
1498591442552417	413.23	680.26	3.81	575.10	904.27	3.75
1498591442555751	416.99	681.07	3.81	576.84	906.04	3.75
1498591442559108	412.31	679.90	3.80	576.85	903.59	3.75
1498591442562468	417.01	676.28	3.80	576.07	901.52	3.74
1498591442565751	412.00	680.28	3.80	574.44	903.62	3.74
1498591442569076	417.48	680.04	3.81	575.40	901.71	3.75
1498591442572436	411.37	681.98	3.81	574.92	900.08	3.75
1498591442575795	413.64	680.28	3.80	577.35	900.13	3.75
1498591442579072	413.60	680.21	3.80	574.16	906.45	3.74
1498591442582404	412.49	679.02	3.80	578.78	903.95	3.75
1498591442585760	413.20	679.63	3.80	574.62	904.56	3.75
1498591442589125	414.12	679.88	3.80	576.24	907.18	3.75
1498591442592379	415.87	678.41	3.80	576.45	904.19	3.75
1498591442595731	415.12	681.35	3.80	577.04	904.61	3.75
1498591442599082	415.30	679.10	3.81	576.49	903.00	3.75
1498591442602443	419.35	680.28	3.80	579.12	905.10	3.75
1498591442605806	411.93	684.56	3.81	573.90	905.14	3.75
1498591442609040	415.40	680.45	3.81	573.84	905.19	3.75
1498591442612413	414.03	679.73	3.80	576.87	903.71	3.75
1498591442615774	412.24	681.07	3.81	575.68	901.80	3.75
1498591442619134	415.10	679.60	3.80	573.46	904.66	3.75
1498591442622412	413.08	679.68	3.80	573.52	905.76	3.75
1498591442625737	415.03	680.37	3.81	575.11	905.92	3.75
1498591442629099	416.28	678.81	3.81	576.89	904.06	3.75
1498591442632450	413.18	682.93	3.81	571.93	900.01	3.75
1498591442635737	413.66	678.15	3.80	572.77	904.02	3.75
1498591442639067	411.33	678.32	3.80	576.84	907.17	3.75
1498591442642423	415.50	680.39	3.80	575.04	906.45	3.75
1498591442645783	418.34	679.18	3.81	578.86	903.82	3.75
1498591442649049	417.29	680.10	3.80	575.29	904.91	3.75
1498591442652389	417.44	677.48	3.81	574.84	901.15	3.75
1498591442655749	419.91	680.39	3.80	576.80	902.85	3.75
1498591442659110	414.49	679.69	3.80	578.65	907.72	3.74
1498591442662388	411.84	679.70	3.80	575.68	901.79	3.75
1498591442665720	411.97	682.99	3.81	574.79	901.53	3.75
1498591442669078	412.39	682.56	3.81	572.89	906.39	3.75
1498591442672439	414.91	676.13	3.80	577.54	904.56	3.75
1498591442675799	414.82	678.77	3.80	575.08	904.69	3.75
1498591442679045	414.95	684.00	3.80	573.92	903.87	3.75
1498591442682401	418.93	679.98	3.81	573.84	903.62	3.75
1498591442685760	418.08	677.89	3.80	573.25	904.34	3.75
1498591442689120	414.88	681.75	3.80	574.62	898.53	3.75
1498591442692397	415.41	680.12	3.81	571.57	901.52	3.75
1498591442695729	416.07	678.38	3.80	574.41	901.83	3.75
1498591442699086	415.05	676.79	3.80	575.79	903.34	3.74
1498591442702446	412.70	679.77	3.80	575.78	901.30	3.75
1498591442705724	416.30	678.50	3.80	575.80	903.81	3.75
1498591442709047	411.78	680.06	3.81	573.34	901.48	3.75
1498591442712413	413.43	679.51	3.80	577.80	903.73	3.75
1498591442715775	420.35	679.15	3.81	579.59	905.67	3.75
1498591442719039	417.34	679.62	3.81	581.13	905.06	3.75
1498591442722403	414.99	679.43	3.80	578.72	907.66	3.75
1498591442725748	421.00	680.40	3.81	579.90	903.01	3.75
1498591442729097	415.28	675.40	3.81	575.08	906.51	3.75
1498591442732375	415.09	682.03	3.81	573.86	903.45	3.75
1498591442735707	413.76	679.49	3.81	576.88	906.39	3.75
1498591442739069	417.33	681.03	3.81	575.91	904.00	3.75
1498591442742425	419.66	678.24	3.81	575.37	904.95	3.75
1498591442745786	420.55	678.50	3.81	576.72	904.27	3.75
1498591442749016	414.53	680.98	3.81	576.58	902.68	3.75
1498591442752393	415.28	680.20	3.81	575.33	900.99	3.75
1498591442755753	414.09	681.18	3.80	579.01	903.99	3.75
1498591442759110	412.93	680.22	3.80	575.56	906.51	3.75
1498591442762355	415.37	679.09	3.80	578.01	902.41	3.75
1498591442765723	415.36	682.16	3.81	579.52	905.21	3.75
1498591442769077	416.83	679.86	3.80	576.91	902.37	3.76
1498591442772438	418.19	680.86	3.81	578.90	903.04	3.75
1498591442775717	418.19	679.40	3.80	576.70	905.13	3.75
